game_id,date,home_team,away_team,score,away_abbr,away_faceoffs,away_hits,away_pim,away_score,away_shots,home_abbr,home_faceoffs,home_hits,home_pim,home_score,home_shots,is_overtime,is_shootout,period_scores
2922035,2026-01-07,HC Oceláři Třinec,HC Energie Karlovy Vary,6:3,KVA,33,10,4,3,26,TRI,33,6,6,6,30,0,0,"3:0, 2:1, 1:2"
2922038,2026-01-09,BK Mladá Boleslav,Rytíři Kladno,1:5,KLA,28,5,8,5,19,MBL,37,6,6,1,21,0,0,"0:0, 1:0, 0:5"
2922040,2026-01-09,HC VÍTKOVICE RIDERA,HC Energie Karlovy Vary,3:4,KVA,28,3,37,4,27,VIT,42,5,10,3,30,0,0,"0:1, 2:2, 1:0 - 0:1"
2922036,2026-01-09,Bílí Tygři Liberec,HC Škoda Plzeň,3:2,PLZ,25,4,6,2,26,LIB,35,5,4,3,28,0,0,"1:0, 1:0, 0:2 - 0:0 - 1:0"
2922037,2026-01-09,Mountfield HK,HC Dynamo Pardubice,4:3,PCE,26,9,38,3,29,MHK,32,8,11,4,34,0,0,"1:0, 1:3, 1:0 - 0:0 - 1:0"
2922039,2026-01-09,HC Olomouc,HC Oceláři Třinec,4:1,TRI,35,6,18,1,18,OLO,24,2,10,4,23,0,0,"1:1, 3:0, 0:0"
2922042,2026-01-09,HC Kometa Brno,HC VERVA Litvínov,7:2,LIT,32,3,6,2,22,KOM,31,6,4,7,41,0,0,"1:0, 3:1, 3:1"
2922047,2026-01-11,HC Dynamo Pardubice,Bílí Tygři Liberec,2:1,LIB,31,6,10,1,26,PCE,35,4,12,2,22,0,0,"1:0, 0:0, 0:1 - 0:0 - 1:0"
2922048,2026-01-11,HC Oceláři Třinec,HC Sparta Praha,5:3,SPA,34,7,10,3,32,TRI,29,5,2,5,33,0,0,"2:2, 2:0, 1:1"
2922044,2026-01-11,Rytíři Kladno,HC VÍTKOVICE RIDERA,8:1,VIT,30,5,8,1,24,KLA,30,6,4,8,43,0,0,"2:0, 2:1, 4:0"
2922045,2026-01-11,HC Energie Karlovy Vary,HC VERVA Litvínov,3:4,LIT,30,3,39,4,18,KVA,34,3,4,3,45,0,0,"2:0, 0:2, 1:1 - 0:0 - 0:1"
2922043,2026-01-11,Č. Budějovice,Mountfield HK,5:1,MHK,30,4,48,1,18,CEB,16,2,10,5,29,0,0,"2:0, 2:1, 1:0"
2922049,2026-01-11,HC Kometa Brno,BK Mladá Boleslav,3:2,MBL,28,2,12,2,22,KOM,33,5,6,3,32,0,0,"1:1, 1:1, 0:0 - 1:0"
2922046,2026-01-12,HC Škoda Plzeň,HC Olomouc,3:2,OLO,23,4,8,2,18,PLZ,29,4,6,3,24,0,0,"2:1, 0:0, 1:1"
2922033,2026-01-13,BK Mladá Boleslav,Mountfield HK,2:0,MHK,19,2,11,0,26,MBL,37,4,13,2,29,0,0,"0:0, 1:0, 1:0"
2922034,2026-01-13,Bílí Tygři Liberec,Č. Budějovice,6:3,CEB,25,4,6,3,29,LIB,34,4,31,6,35,0,0,"2:1, 2:1, 2:1"
2922069,2026-01-13,HC Sparta Praha,HC VERVA Litvínov,5:1,LIT,30,2,8,1,19,SPA,29,5,8,5,29,0,0,"1:0, 1:1, 3:0"
2922052,2026-01-15,HC Sparta Praha,HC Kometa Brno,1:3,KOM,32,6,8,3,24,SPA,25,5,6,1,44,0,0,"0:1, 0:1, 1:1"
2922051,2026-01-16,Č. Budějovice,HC Škoda Plzeň,5:1,PLZ,29,9,15,1,29,CEB,34,6,15,5,22,0,0,"1:1, 1:0, 3:0"
2922053,2026-01-16,BK Mladá Boleslav,HC Dynamo Pardubice,4:2,PCE,27,5,12,2,32,MBL,27,7,10,4,15,0,0,"1:0, 2:2, 1:0"
2922055,2026-01-16,HC VÍTKOVICE RIDERA,HC VERVA Litvínov,4:1,LIT,38,5,8,1,28,VIT,32,4,10,4,29,0,0,"0:0, 2:0, 2:1"
2922050,2026-01-16,Bílí Tygři Liberec,HC Oceláři Třinec,5:3,TRI,32,3,8,3,35,LIB,31,4,8,5,23,0,0,"2:1, 2:1, 1:1"
2922054,2026-01-16,Mountfield HK,Rytíři Kladno,1:0,KLA,45,5,10,0,26,MHK,36,3,6,1,31,0,0,"0:0, 1:0, 0:0"
2922056,2026-01-16,HC Olomouc,HC Energie Karlovy Vary,1:5,KVA,24,4,4,5,35,OLO,28,3,6,1,24,0,0,"1:1, 0:2, 0:2"
2922057,2026-01-18,HC VÍTKOVICE RIDERA,HC Kometa Brno,2:3,KOM,36,6,8,3,24,VIT,31,5,6,2,27,0,0,"0:1, 0:1, 2:0 - 0:1"
2922059,2026-01-18,Rytíři Kladno,HC Olomouc,2:0,OLO,28,5,10,0,17,KLA,37,5,29,2,36,0,0,"0:0, 0:0, 2:0"
2922060,2026-01-18,Bílí Tygři Liberec,HC VERVA Litvínov,4:1,LIT,25,4,10,1,24,LIB,45,5,2,4,28,0,0,"2:0, 2:0, 0:1"
2922063,2026-01-18,HC Energie Karlovy Vary,HC Sparta Praha,3:4,SPA,25,4,42,4,34,KVA,43,5,15,3,33,0,0,"1:0, 2:1, 0:2 - 0:0 - 0:1"
2922058,2026-01-18,HC Škoda Plzeň,Mountfield HK,2:3,MHK,28,4,6,3,26,PLZ,26,6,0,2,30,0,0,"2:0, 0:2, 0:0 - 0:0 - 0:1"
2922062,2026-01-18,BK Mladá Boleslav,HC Oceláři Třinec,4:3,TRI,38,2,4,3,29,MBL,20,7,2,4,25,0,0,"1:2, 0:0, 2:1 - 0:0 - 1:0"
2922061,2026-01-18,HC Dynamo Pardubice,Č. Budějovice,5:1,CEB,21,4,4,1,29,PCE,21,5,8,5,24,0,0,"1:0, 2:1, 2:0"
2922064,2026-01-20,HC Škoda Plzeň,HC Oceláři Třinec,2:1,TRI,29,2,14,1,23,PLZ,26,5,6,2,22,0,0,"0:0, 1:1, 0:0 - 0:0 - 1:0"
2922020,2026-01-20,HC Sparta Praha,Mountfield HK,1:2,MHK,35,2,4,2,34,SPA,30,4,6,1,42,0,0,"0:0, 1:0, 0:1 - 0:0 - 0:1"
2921914,2026-01-21,HC Dynamo Pardubice,HC Kometa Brno,7:1,KOM,28,8,10,1,19,PCE,31,7,4,7,44,0,0,"0:1, 4:0, 3:0"
2922065,2026-01-23,BK Mladá Boleslav,HC VÍTKOVICE RIDERA,2:1,VIT,26,2,31,1,18,MBL,30,6,10,2,30,0,0,"1:0, 0:1, 0:0 - 1:0"
2922067,2026-01-23,Č. Budějovice,Rytíři Kladno,2:3,KLA,24,5,2,3,37,CEB,38,5,6,2,28,0,0,"0:1, 1:1, 1:0 - 0:1"
2922066,2026-01-23,HC Olomouc,HC Dynamo Pardubice,2:3,PCE,36,6,14,3,33,OLO,28,2,6,2,30,0,0,"0:1, 1:2, 1:0"
2922068,2026-01-23,Mountfield HK,HC Energie Karlovy Vary,2:3,KVA,32,3,6,3,22,MHK,25,3,12,2,21,0,0,"1:0, 0:0, 1:2 - 0:1"
2922070,2026-01-23,Bílí Tygři Liberec,HC Kometa Brno,4:0,KOM,21,7,4,0,18,LIB,23,3,4,4,30,0,0,"2:0, 0:0, 2:0"
2922076,2026-01-25,HC Oceláři Třinec,Č. Budějovice,2:1,CEB,26,4,35,1,19,TRI,35,3,8,2,26,0,0,"1:1, 1:0, 0:0"
2922073,2026-01-25,HC VERVA Litvínov,HC Olomouc,3:5,OLO,40,2,8,5,34,LIT,37,5,6,3,24,0,0,"0:1, 2:2, 1:2"
2922074,2026-01-25,HC Energie Karlovy Vary,BK Mladá Boleslav,4:0,MBL,25,4,29,0,12,KVA,38,3,6,4,43,0,0,"2:0, 1:0, 1:0"
2922077,2026-01-25,Rytíři Kladno,Bílí Tygři Liberec,0:2,LIB,47,7,10,2,38,KLA,29,4,6,0,37,0,0,"0:0, 0:0, 0:2"
2922071,2026-01-25,HC Dynamo Pardubice,HC Škoda Plzeň,3:4,PLZ,27,3,35,4,23,PCE,49,4,4,3,52,0,0,"0:1, 1:1, 2:1 - 0:1"
2922075,2026-01-25,HC Kometa Brno,Mountfield HK,4:3,MHK,37,3,10,3,33,KOM,29,8,10,4,22,0,0,"0:1, 3:2, 1:0"
2922078,2026-01-26,HC Sparta Praha,HC Olomouc,6:3,OLO,24,4,6,3,29,SPA,35,4,4,6,39,0,0,"3:1, 1:1, 2:1"
2922081,2026-01-27,HC Škoda Plzeň,HC Kometa Brno,4:0,KOM,35,5,20,0,19,PLZ,26,5,14,4,26,0,0,"2:0, 1:0, 1:0"
2922082,2026-01-27,Č. Budějovice,HC Energie Karlovy Vary,3:6,KVA,34,3,0,6,33,CEB,23,9,8,3,22,0,0,"0:1, 1:4, 2:1"
2922083,2026-01-27,BK Mladá Boleslav,HC VERVA Litvínov,1:0,LIT,23,5,6,0,20,MBL,26,5,4,1,34,0,0,"0:0, 1:0, 0:0"
2922079,2026-01-27,Bílí Tygři Liberec,HC VÍTKOVICE RIDERA,6:2,VIT,27,4,29,2,32,LIB,41,3,6,6,38,0,0,"2:0, 2:1, 2:1"
2922080,2026-01-27,HC Dynamo Pardubice,Rytíři Kladno,2:1,KLA,24,3,4,1,22,PCE,43,3,2,2,32,0,0,"1:1, 0:0, 0:0 - 1:0"
2922084,2026-01-27,Mountfield HK,HC Oceláři Třinec,3:0,TRI,26,3,25,0,22,MHK,25,5,6,3,22,0,0,"2:0, 1:0, 0:0"
2922091,2026-01-29,HC Oceláři Třinec,HC Dynamo Pardubice,3:2,PCE,28,5,12,2,31,TRI,30,4,12,3,32,0,0,"2:0, 1:1, 0:1"
2922087,2026-01-29,HC VERVA Litvínov,Mountfield HK,3:6,MHK,28,4,8,6,31,LIT,25,3,2,3,33,0,0,"1:2, 0:2, 2:2"
2922086,2026-01-29,Rytíři Kladno,HC Škoda Plzeň,4:1,PLZ,25,4,0,1,23,KLA,24,3,2,4,26,0,0,"2:0, 1:1, 1:0"
2922089,2026-01-29,HC Energie Karlovy Vary,Bílí Tygři Liberec,3:2,LIB,31,4,8,2,34,KVA,44,6,10,3,35,0,0,"0:1, 0:1, 2:0 - 0:0 - 1:0"
2922085,2026-01-29,HC Sparta Praha,BK Mladá Boleslav,4:1,MBL,21,4,6,1,29,SPA,28,5,8,4,34,0,0,"2:0, 0:1, 2:0"
2921907,2026-01-30,HC Energie Karlovy Vary,Bílí Tygři Liberec,3:2,LIB,36,5,6,2,44,KVA,28,6,8,3,32,0,0,"0:1, 1:0, 1:1 - 0:0 - 1:0"
2922090,2026-01-30,HC Kometa Brno,Č. Budějovice,4:3,CEB,34,5,22,3,40,KOM,27,11,12,4,25,0,0,"0:0, 2:1, 1:2 - 1:0"
2922041,2026-02-01,HC Sparta Praha,Č. Budějovice,4:3,CEB,28,7,15,3,29,SPA,32,6,13,4,34,0,0,"2:1, 2:0, 0:2"
2922008,2026-02-02,HC Škoda Plzeň,HC Sparta Praha,4:1,SPA,28,5,18,1,18,PLZ,32,5,6,4,33,0,0,"2:1, 1:0, 1:0"
2921994,2026-02-22,BK Mladá Boleslav,HC Sparta Praha,2:3,SPA,24,7,8,3,29,MBL,19,6,4,2,28,0,0,"1:1, 1:0, 0:2"
2922095,2026-02-24,BK Mladá Boleslav,HC Olomouc,3:2,OLO,25,3,8,2,20,MBL,34,5,4,3,40,0,0,"0:1, 1:1, 1:0 - 0:0 - 1:0"
2922097,2026-02-25,HC Škoda Plzeň,HC Energie Karlovy Vary,2:0,KVA,28,7,6,0,23,PLZ,31,5,2,2,32,0,0,"0:0, 2:0, 0:0"
2922098,2026-02-25,Č. Budějovice,HC VERVA Litvínov,4:2,LIT,22,3,54,2,23,CEB,33,3,11,4,40,0,0,"1:1, 2:0, 1:1"
2922092,2026-02-25,Rytíři Kladno,HC Oceláři Třinec,1:3,TRI,32,4,8,3,24,KLA,24,5,6,1,21,0,0,"0:0, 1:1, 0:2"
2922093,2026-02-25,Mountfield HK,HC VÍTKOVICE RIDERA,4:0,VIT,26,2,10,0,25,MHK,31,3,33,4,26,0,0,"0:0, 2:0, 2:0"
2922094,2026-02-25,Bílí Tygři Liberec,HC Sparta Praha,1:2,SPA,30,3,16,2,18,LIB,25,3,10,1,37,0,0,"0:0, 1:0, 0:1 - 0:1"
2922096,2026-02-25,HC Dynamo Pardubice,HC Kometa Brno,4:2,KOM,26,4,8,2,26,PCE,31,8,29,4,33,0,0,"1:1, 3:0, 0:1"
2922101,2026-02-27,HC VERVA Litvínov,HC Dynamo Pardubice,1:4,PCE,33,0,8,4,25,LIT,21,4,31,1,26,0,0,"0:0, 0:2, 1:2"
2922103,2026-02-27,BK Mladá Boleslav,Bílí Tygři Liberec,4:5,LIB,32,4,10,5,28,MBL,16,5,8,4,35,0,0,"0:1, 2:2, 2:1 - 0:1"
2922104,2026-02-27,HC VÍTKOVICE RIDERA,Č. Budějovice,5:4,CEB,35,4,8,4,39,VIT,38,4,8,5,32,0,0,"0:2, 3:1, 1:1 - 1:0"
2922100,2026-02-27,HC Olomouc,Mountfield HK,2:4,MHK,33,3,8,4,26,OLO,35,3,2,2,33,0,0,"1:0, 0:3, 1:1"
2922102,2026-02-27,HC Energie Karlovy Vary,Rytíři Kladno,2:4,KLA,24,4,37,4,24,KVA,36,3,4,2,27,0,0,"0:2, 2:0, 0:2"
2922105,2026-02-27,HC Kometa Brno,HC Oceláři Třinec,5:1,TRI,31,4,6,1,43,KOM,25,3,6,5,29,0,0,"1:0, 2:1, 2:0"
2922099,2026-02-27,HC Sparta Praha,HC Škoda Plzeň,3:0,PLZ,28,4,4,0,28,SPA,23,5,6,3,24,0,0,"1:0, 1:0, 1:0"
2922107,2026-03-01,Rytíři Kladno,HC Kometa Brno,4:2,KOM,22,0,6,2,18,KLA,27,3,8,4,32,0,0,"1:1, 0:1, 3:0"
2922108,2026-03-01,HC Dynamo Pardubice,HC Energie Karlovy Vary,4:3,KVA,32,3,7,3,25,PCE,38,4,9,4,24,0,0,"0:3, 2:0, 1:0 - 1:0"
2922110,2026-03-01,Bílí Tygři Liberec,HC Olomouc,6:3,OLO,25,7,8,3,17,LIB,31,7,8,6,31,0,0,"0:0, 3:3, 3:0"
2922111,2026-03-01,Mountfield HK,HC Sparta Praha,6:3,SPA,30,3,16,3,32,MHK,24,3,16,6,19,0,0,"1:0, 2:2, 3:1"
2922109,2026-03-01,HC Škoda Plzeň,HC VERVA Litvínov,3:2,LIT,35,4,10,2,17,PLZ,25,1,8,3,43,0,0,"1:1, 0:0, 2:1"
2922106,2026-03-01,Č. Budějovice,BK Mladá Boleslav,3:0,MBL,27,5,41,0,24,CEB,18,6,2,3,26,0,0,"0:0, 3:0, 0:0"
2922112,2026-03-01,HC Oceláři Třinec,HC VÍTKOVICE RIDERA,3:2,VIT,39,4,10,2,24,TRI,43,6,14,3,44,0,0,"1:1, 1:0, 0:1 - 1:0"
2922113,2026-03-04,HC Olomouc,Č. Budějovice,3:2,CEB,23,5,6,2,26,OLO,30,2,4,3,28,0,0,"0:1, 1:1, 2:0"
2922114,2026-03-04,BK Mladá Boleslav,HC Škoda Plzeň,0:2,PLZ,35,4,4,2,29,MBL,28,5,31,0,26,0,0,"0:1, 0:1, 0:0"
2922115,2026-03-04,Bílí Tygři Liberec,Mountfield HK,4:0,MHK,23,3,8,0,21,LIB,36,8,6,4,29,0,0,"1:0, 1:0, 2:0"
2922116,2026-03-04,HC VÍTKOVICE RIDERA,HC Dynamo Pardubice,4:2,PCE,38,4,4,2,41,VIT,29,4,4,4,17,0,0,"0:2, 2:0, 2:0"
2922117,2026-03-04,HC Sparta Praha,Rytíři Kladno,6:3,KLA,32,3,12,3,27,SPA,29,5,4,6,35,0,0,"1:1, 3:1, 2:1"
2922118,2026-03-04,HC VERVA Litvínov,HC Oceláři Třinec,1:4,TRI,44,7,4,4,33,LIT,24,3,10,1,27,0,0,"0:1, 0:1, 1:2"
2922119,2026-03-04,HC Energie Karlovy Vary,HC Kometa Brno,3:2,KOM,25,3,12,2,33,KVA,36,4,12,3,35,0,0,"1:0, 0:0, 1:2 - 1:0"
2922120,2026-03-06,HC Dynamo Pardubice,HC Sparta Praha,2:1,SPA,31,5,28,1,26,PCE,35,5,44,2,28,0,0,"0:0, 1:1, 0:0 - 1:0"
2922121,2026-03-06,HC Škoda Plzeň,HC VÍTKOVICE RIDERA,5:2,VIT,30,3,8,2,11,PLZ,31,6,8,5,49,0,0,"0:1, 3:1, 2:0"
2922122,2026-03-06,Rytíři Kladno,HC VERVA Litvínov,3:1,LIT,29,4,10,1,28,KLA,32,8,4,3,31,0,0,"1:0, 1:1, 1:0"
2922123,2026-03-06,HC Kometa Brno,HC Olomouc,5:4,OLO,33,4,4,4,27,KOM,40,3,4,5,29,0,0,"1:2, 2:1, 2:1"
2922124,2026-03-06,Mountfield HK,BK Mladá Boleslav,3:1,MBL,21,2,4,1,32,MHK,29,3,34,3,22,0,0,"2:1, 0:0, 1:0"
2922125,2026-03-06,Č. Budějovice,Bílí Tygři Liberec,4:3,LIB,34,5,10,3,36,CEB,28,2,12,4,24,0,0,"0:2, 1:1, 2:0 - 0:0 - 1:0"
2922126,2026-03-06,HC Oceláři Třinec,HC Energie Karlovy Vary,1:2,KVA,26,6,8,2,22,TRI,43,5,6,1,33,0,0,"0:0, 1:1, 0:0 - 0:0 - 0:1"
2927773,2026-03-09,HC Oceláři Třinec,HC Olomouc,1:0,OLO,25,2,8,0,20,TRI,46,3,6,1,46,0,0,"0:0, 1:0, 0:0"
2927774,2026-03-09,HC Energie Karlovy Vary,HC VÍTKOVICE RIDERA,3:1,VIT,36,6,14,1,33,KVA,26,5,10,3,30,0,0,"0:0, 3:1, 0:0"
2927776,2026-03-09,HC Kometa Brno,Č. Budějovice,2:1,CEB,26,4,6,1,29,KOM,36,4,4,2,19,0,0,"1:0, 0:1, 1:0"
2927775,2026-03-09,HC Sparta Praha,Rytíři Kladno,1:2,KLA,39,7,39,2,39,SPA,38,7,6,1,32,0,0,"0:0, 0:0, 1:1 - 0:1"
2927777,2026-03-10,HC Oceláři Třinec,HC Olomouc,3:2,OLO,26,2,10,2,20,TRI,44,4,4,3,51,0,0,"0:1, 2:1, 0:0 - 1:0"
2927778,2026-03-10,HC Energie Karlovy Vary,HC VÍTKOVICE RIDERA,5:2,VIT,26,5,8,2,32,KVA,31,7,6,5,20,0,0,"0:0, 3:1, 2:1"
2927780,2026-03-10,HC Kometa Brno,Č. Budějovice,1:2,CEB,48,5,18,2,40,KOM,35,8,14,1,36,0,0,"0:1, 1:0, 0:0 - 0:0 - 0:1"
2927779,2026-03-10,HC Sparta Praha,Rytíři Kladno,3:2,KLA,43,5,14,2,22,SPA,43,6,14,3,57,0,0,"0:1, 1:1, 1:0 - 0:0 - 1:0"
2927781,2026-03-12,HC Olomouc,HC Oceláři Třinec,1:2,TRI,30,4,12,2,32,OLO,28,6,8,1,17,0,0,"0:1, 1:0, 0:0 - 0:1"
2927782,2026-03-12,HC VÍTKOVICE RIDERA,HC Energie Karlovy Vary,1:2,KVA,32,7,14,2,32,VIT,35,2,12,1,29,0,0,"0:0, 0:1, 1:1"
2927783,2026-03-12,Rytíři Kladno,HC Sparta Praha,2:1,SPA,38,5,10,1,28,KLA,26,4,10,2,25,0,0,"0:0, 1:1, 0:0 - 1:0"
2927784,2026-03-12,Č. Budějovice,HC Kometa Brno,2:4,KOM,31,4,17,4,18,CEB,39,5,17,2,37,0,0,"0:0, 0:3, 2:1"
2927788,2026-03-13,Č. Budějovice,HC Kometa Brno,2:3,KOM,29,7,0,3,20,CEB,30,4,0,2,45,0,0,"0:2, 2:0, 0:1"
2927787,2026-03-13,Rytíři Kladno,HC Sparta Praha,2:5,SPA,46,7,12,5,26,KLA,34,7,10,2,32,0,0,"0:1, 2:2, 0:2"
2927791,2026-03-15,HC Sparta Praha,Rytíři Kladno,3:2,KLA,30,7,8,2,41,SPA,49,7,6,3,36,0,0,"0:0, 1:1, 1:1 - 1:0"
2927794,2026-03-18,HC Škoda Plzeň,HC Sparta Praha,0:2,SPA,23,7,8,2,25,PLZ,28,4,8,0,26,0,0,"0:1, 0:1, 0:0"
2927793,2026-03-18,HC Dynamo Pardubice,HC Kometa Brno,5:1,KOM,26,7,16,1,21,PCE,35,9,18,5,35,0,0,"1:0, 1:1, 3:0"
2927795,2026-03-19,HC Dynamo Pardubice,HC Kometa Brno,8:4,KOM,28,6,43,4,24,PCE,40,5,6,8,34,0,0,"1:0, 3:3, 4:1"
2927796,2026-03-19,HC Škoda Plzeň,HC Sparta Praha,2:0,SPA,26,5,6,0,15,PLZ,31,7,6,2,26,0,0,"0:0, 2:0, 0:0"
2927797,2026-03-20,Bílí Tygři Liberec,HC Energie Karlovy Vary,2:3,KVA,26,4,16,3,24,LIB,47,6,10,2,39,0,0,"1:1, 0:0, 1:2"
2927798,2026-03-20,Mountfield HK,HC Oceláři Třinec,2:4,TRI,37,3,8,4,29,MHK,21,5,4,2,26,0,0,"1:1, 1:2, 0:1"
2927799,2026-03-21,Bílí Tygři Liberec,HC Energie Karlovy Vary,1:3,KVA,22,6,19,3,23,LIB,37,8,46,1,44,0,0,"0:2, 0:0, 1:1"
2927800,2026-03-21,Mountfield HK,HC Oceláři Třinec,2:3,TRI,34,4,6,3,51,MHK,40,8,6,2,23,0,0,"0:0, 2:0, 0:2 - 0:1"
2927801,2026-03-22,HC Kometa Brno,HC Dynamo Pardubice,2:4,PCE,44,3,2,4,29,KOM,27,7,2,2,38,0,0,"0:1, 1:1, 1:2"
2927802,2026-03-22,HC Sparta Praha,HC Škoda Plzeň,3:4,PLZ,47,12,8,4,46,SPA,45,9,10,3,41,0,0,"1:0, 1:2, 1:1 - 0:0 - 0:1"
2927803,2026-03-23,HC Kometa Brno,HC Dynamo Pardubice,0:1,PCE,32,3,8,1,31,KOM,18,7,6,0,21,0,0,"0:0, 0:0, 0:1"
2927804,2026-03-23,HC Sparta Praha,HC Škoda Plzeň,1:2,PLZ,21,7,6,2,31,SPA,32,6,4,1,35,0,0,"0:0, 0:0, 1:2"
2927805,2026-03-24,HC Energie Karlovy Vary,Bílí Tygři Liberec,0:3,LIB,22,3,4,3,38,KVA,34,8,2,0,21,0,0,"0:0, 0:2, 0:1"
2927806,2026-03-24,HC Oceláři Třinec,Mountfield HK,2:3,MHK,33,4,40,3,32,TRI,25,7,36,2,28,0,0,"1:1, 0:1, 1:1"
2927808,2026-03-25,HC Oceláři Třinec,Mountfield HK,4:2,MHK,35,7,8,2,23,TRI,34,3,2,4,33,0,0,"0:1, 2:1, 2:0"
2927807,2026-03-25,HC Energie Karlovy Vary,Bílí Tygři Liberec,1:4,LIB,32,4,10,4,39,KVA,39,5,6,1,25,0,0,"0:2, 1:1, 0:1"
2927810,2026-03-26,HC Škoda Plzeň,HC Sparta Praha,1:4,SPA,39,7,18,4,28,PLZ,26,7,20,1,24,0,0,"1:1, 0:2, 0:1"
2927811,2026-03-27,Bílí Tygři Liberec,HC Energie Karlovy Vary,3:1,KVA,29,9,6,1,28,LIB,29,6,6,3,20,0,0,"1:0, 0:1, 2:0"
2927812,2026-03-27,Mountfield HK,HC Oceláři Třinec,2:3,TRI,38,3,12,3,36,MHK,39,7,24,2,37,0,0,"0:2, 0:0, 2:0 - 0:1"
2927814,2026-03-28,HC Sparta Praha,HC Škoda Plzeň,4:2,PLZ,29,7,6,2,32,SPA,28,5,4,4,26,0,0,"2:0, 1:0, 1:2"
2927815,2026-03-29,HC Energie Karlovy Vary,Bílí Tygři Liberec,4:0,LIB,32,8,8,0,28,KVA,28,6,10,4,26,0,0,"1:0, 0:0, 3:0"
2927818,2026-03-30,HC Škoda Plzeň,HC Sparta Praha,0:1,SPA,24,5,6,1,14,PLZ,35,7,4,0,28,0,0,"0:0, 0:1, 0:0"
