match_id,date,round,venue,attendance,home_team,away_team,score,home_goals,away_goals,periods,goal_count,penalty_count,goalie_change_count,unclassified_event_count,url,error
153324,,,,,Presov Hockey a.s.,"HC SLOVAN Bratislava, a.s.",1 : 3,1,3,0:1 | 1:0 | 0:2,4,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153324/Overview,
153325,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HKM a.s,2 : 3 pp,2,3,0:1 | 1:0 | 1:1 | 0:1,5,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153325/Overview,
153326,,,,,Hokejový klub Dukla Ingema Michalovce,"HK Nitra, s.r.o.",3 : 4 pp,3,4,2:0 | 1:1 | 0:2 | 0:1,7,17,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153326/Overview,
153327,,,,,HC Košice s.r.o.,"HK Rysy, s.r.o.",3 : 1,3,1,0:0 | 0:1 | 3:0,4,17,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153327/Overview,
153328,,,,,Hokejový klub Poprad a.s.,"HK Rysy, s.r.o.",4 : 1,4,1,2:0 | 1:0 | 1:1,5,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153328/Overview,
153329,,,,,"HK Nitra, s.r.o.",HC Košice s.r.o.,3 : 2,3,2,0:1 | 2:0 | 1:1,5,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153329/Overview,
153330,,,,,HKM a.s,Hokejový klub Dukla Ingema Michalovce,3 : 2,3,2,1:0 | 1:2 | 1:0,5,6,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153330/Overview,
153331,,,,,Presov Hockey a.s.,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2 pp,3,2,2:1 | 0:0 | 0:1 | 1:0,5,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153331/Overview,
153332,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HC SLOVAN Bratislava, a.s.",2 : 3,2,3,1:0 | 1:2 | 0:1,7,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153332/Overview,
153333,,,,,"VLCI ŽILINA, a.s.","Hokejový klub DUKLA Trenčín, a.s.",6 : 3,6,3,2:1 | 2:2 | 2:0,9,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153333/Overview,
153334,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Hokejový klub Poprad a.s.,1 : 3,1,3,0:0 | 0:1 | 1:2,4,11,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153334/Overview,
153335,,,,,"HC SLOVAN Bratislava, a.s.","VLCI ŽILINA, a.s.",2 : 1 sn,2,1,0:0 | 1:1 | 0:0 | 0:0,3,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153335/Overview,
153336,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",8 : 1,8,1,4:0 | 1:1 | 3:0,10,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153336/Overview,
153337,,,,,Hokejový klub Dukla Ingema Michalovce,Presov Hockey a.s.,1 : 3,1,3,0:1 | 0:1 | 1:1,4,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153337/Overview,
153338,,,,,HC Košice s.r.o.,HKM a.s,0 : 5,0,5,0:2 | 0:2 | 0:1,6,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153338/Overview,
153339,,,,,"HK Rysy, s.r.o.","HK Nitra, s.r.o.",2 : 3 pp,2,3,0:1 | 1:0 | 1:1 | 0:1,5,14,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153339/Overview,
153340,,,,,Hokejový klub Poprad a.s.,"HK Nitra, s.r.o.",2 : 5,2,5,0:1 | 1:2 | 1:2,7,17,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153340/Overview,
153341,,,,,HKM a.s,"HK Rysy, s.r.o.",2 : 5,2,5,2:0 | 0:4 | 0:1,7,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153341/Overview,
153342,,,,,HC Košice s.r.o.,Presov Hockey a.s.,4 : 2,4,2,2:2 | 0:0 | 2:0,6,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153342/Overview,
153343,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.",Hokejový klub Dukla Ingema Michalovce,5 : 4 sn,5,4,0:1 | 0:2 | 4:1 | 0:0,9,11,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153343/Overview,
153344,,,,,"VLCI ŽILINA, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2,3,2,0:1 | 1:1 | 2:0,5,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153344/Overview,
153345,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HC SLOVAN Bratislava, a.s.",1 : 6,1,6,1:2 | 0:2 | 0:2,7,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153345/Overview,
153346,,,,,Hokejový klub Poprad a.s.,"HC SLOVAN Bratislava, a.s.",1 : 2,1,2,0:0 | 1:1 | 0:1,3,14,12,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153346/Overview,
153347,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","Hokejový klub DUKLA Trenčín, a.s.",1 : 2,1,2,0:1 | 0:1 | 1:0,3,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153347/Overview,
153348,,,,,Hokejový klub Dukla Ingema Michalovce,"VLCI ŽILINA, a.s.",6 : 3,6,3,3:0 | 1:2 | 2:1,10,3,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153348/Overview,
153349,,,,,HC Košice s.r.o.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 1,2,1,0:0 | 1:1 | 1:0,3,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153349/Overview,
153350,,,,,"HK Rysy, s.r.o.",Presov Hockey a.s.,6 : 3,6,3,1:1 | 2:1 | 3:1,9,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153350/Overview,
153351,,,,,"HK Nitra, s.r.o.",HKM a.s,2 : 3 pp,2,3,1:0 | 1:1 | 0:1 | 0:1,6,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153351/Overview,
153352,,,,,Hokejový klub Poprad a.s.,HKM a.s,3 : 4 pp,3,4,1:0 | 1:2 | 1:1 | 0:1,7,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153352/Overview,
153353,,,,,Presov Hockey a.s.,"HK Nitra, s.r.o.",0 : 2,0,2,0:1 | 0:0 | 0:1,2,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153353/Overview,
153354,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HK Rysy, s.r.o.",6 : 4,6,4,1:1 | 2:2 | 3:1,10,6,12,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153354/Overview,
153355,,,,,"VLCI ŽILINA, a.s.",HC Košice s.r.o.,2 : 4,2,4,0:2 | 2:1 | 0:1,6,7,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153355/Overview,
153356,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Hokejový klub Dukla Ingema Michalovce,2 : 4,2,4,0:2 | 1:1 | 1:1,6,12,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153356/Overview,
153357,,,,,"HC SLOVAN Bratislava, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",7 : 1,7,1,2:1 | 5:0 | 0:0,9,16,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153357/Overview,
153358,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Hokejový klub Poprad a.s.,3 : 5,3,5,0:1 | 1:1 | 2:3,8,5,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153358/Overview,
153359,,,,,Hokejový klub Dukla Ingema Michalovce,"HC SLOVAN Bratislava, a.s.",6 : 1,6,1,1:0 | 3:1 | 2:0,7,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153359/Overview,
153360,,,,,HC Košice s.r.o.,"Hokejový klub DUKLA Trenčín, a.s.",2 : 1,2,1,1:0 | 1:1 | 0:0,3,11,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153360/Overview,
153361,,,,,"HK Rysy, s.r.o.","VLCI ŽILINA, a.s.",2 : 1 pp,2,1,0:1 | 0:0 | 1:0 | 1:0,3,15,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153361/Overview,
153362,,,,,"HK Nitra, s.r.o.","HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 1,3,1,1:0 | 2:0 | 0:1,4,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153362/Overview,
153363,,,,,HKM a.s,Presov Hockey a.s.,5 : 1,5,1,2:0 | 3:0 | 0:1,7,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153363/Overview,
153364,,,,,Hokejový klub Poprad a.s.,Presov Hockey a.s.,5 : 2,5,2,2:0 | 3:2 | 0:0,8,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153364/Overview,
153365,,,,,HKM a.s,"HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 7,3,7,1:4 | 2:0 | 0:3,11,3,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153365/Overview,
153366,,,,,"HK Nitra, s.r.o.","VLCI ŽILINA, a.s.",2 : 0,2,0,0:0 | 1:0 | 1:0,2,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153366/Overview,
153367,,,,,"HK Rysy, s.r.o.","Hokejový klub DUKLA Trenčín, a.s.",3 : 2 pp,3,2,0:0 | 2:1 | 0:1 | 1:0,5,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153367/Overview,
153368,,,,,HC Košice s.r.o.,"HC SLOVAN Bratislava, a.s.",3 : 1,3,1,0:1 | 2:0 | 1:0,4,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153368/Overview,
153369,,,,,Hokejový klub Dukla Ingema Michalovce,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",5 : 7,5,7,1:4 | 2:1 | 2:2,13,7,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153369/Overview,
153370,,,,,Hokejový klub Poprad a.s.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",5 : 2,5,2,1:1 | 2:1 | 2:0,7,9,10,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153370/Overview,
153371,,,,,Presov Hockey a.s.,"VLCI ŽILINA, a.s.",2 : 5,2,5,1:0 | 0:2 | 1:3,7,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153371/Overview,
153372,,,,,HKM a.s,"Hokejový klub DUKLA Trenčín, a.s.",7 : 3,7,3,5:1 | 0:0 | 2:2,11,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153372/Overview,
153373,,,,,"HC SLOVAN Bratislava, a.s.","HK Nitra, s.r.o.",1 : 4,1,4,0:0 | 0:1 | 1:3,5,11,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153373/Overview,
153374,,,,,"HK Rysy, s.r.o.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",4 : 1,4,1,1:0 | 2:0 | 1:1,5,18,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153374/Overview,
153375,,,,,HC Košice s.r.o.,Hokejový klub Dukla Ingema Michalovce,5 : 0,5,0,1:0 | 1:0 | 3:0,5,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153375/Overview,
153376,,,,,Hokejový klub Dukla Ingema Michalovce,Hokejový klub Poprad a.s.,4 : 1,4,1,1:1 | 2:0 | 1:0,5,19,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153376/Overview,
153377,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HC Košice s.r.o.,3 : 1,3,1,0:0 | 2:1 | 1:0,4,10,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153377/Overview,
153378,,,,,"HC SLOVAN Bratislava, a.s.","HK Rysy, s.r.o.",1 : 2,1,2,0:0 | 0:0 | 1:2,3,6,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153378/Overview,
153379,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HK Nitra, s.r.o.",2 : 3,2,3,0:1 | 0:0 | 2:2,5,9,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153379/Overview,
153380,,,,,"VLCI ŽILINA, a.s.",HKM a.s,4 : 2,4,2,1:0 | 1:2 | 2:0,6,12,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153380/Overview,
153381,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.",Presov Hockey a.s.,4 : 1,4,1,1:0 | 2:0 | 1:1,5,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153381/Overview,
153382,,,,,HC Košice s.r.o.,Hokejový klub Poprad a.s.,3 : 1,3,1,1:0 | 1:0 | 1:1,4,8,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153382/Overview,
153383,,,,,Hokejový klub Dukla Ingema Michalovce,"HK Rysy, s.r.o.",2 : 3,2,3,0:1 | 2:1 | 0:1,5,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153383/Overview,
153384,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HK Nitra, s.r.o.",0 : 3,0,3,0:1 | 0:0 | 0:2,3,4,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153384/Overview,
153385,,,,,"HC SLOVAN Bratislava, a.s.",HKM a.s,4 : 3,4,3,1:0 | 1:1 | 2:2,7,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153385/Overview,
153386,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Presov Hockey a.s.,3 : 1,3,1,0:0 | 2:1 | 1:0,4,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153386/Overview,
153387,,,,,"VLCI ŽILINA, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",5 : 1,5,1,1:0 | 0:1 | 4:0,6,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153387/Overview,
153388,,,,,Hokejový klub Poprad a.s.,"VLCI ŽILINA, a.s.",4 : 1,4,1,2:0 | 1:1 | 1:0,5,10,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153388/Overview,
153389,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","Hokejový klub DUKLA Trenčín, a.s.",4 : 1,4,1,1:0 | 1:1 | 2:0,5,14,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153389/Overview,
153390,,,,,Presov Hockey a.s.,"HC SLOVAN Bratislava, a.s.",1 : 2 pp,1,2,1:0 | 0:1 | 0:0 | 0:1,3,6,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153390/Overview,
153391,,,,,HKM a.s,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",4 : 6,4,6,1:3 | 2:2 | 1:1,10,20,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153391/Overview,
153392,,,,,"HK Nitra, s.r.o.",Hokejový klub Dukla Ingema Michalovce,5 : 1,5,1,2:0 | 2:0 | 1:1,7,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153392/Overview,
153393,,,,,"HK Rysy, s.r.o.",HC Košice s.r.o.,6 : 2,6,2,1:0 | 3:2 | 2:0,9,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153393/Overview,
153394,,,,,"HK Rysy, s.r.o.",Hokejový klub Poprad a.s.,3 : 4 pp,3,4,2:0 | 1:2 | 0:1 | 0:1,7,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153394/Overview,
153395,,,,,HC Košice s.r.o.,"HK Nitra, s.r.o.",2 : 4,2,4,1:2 | 0:1 | 1:1,6,10,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153395/Overview,
153396,,,,,Hokejový klub Dukla Ingema Michalovce,HKM a.s,4 : 3,4,3,1:2 | 2:1 | 1:0,7,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153396/Overview,
153397,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Presov Hockey a.s.,6 : 0,6,0,2:0 | 2:0 | 2:0,7,1,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153397/Overview,
153398,,,,,"HC SLOVAN Bratislava, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",6 : 3,6,3,1:0 | 1:3 | 4:0,9,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153398/Overview,
153399,,,,,"Hokejový klub DUKLA Trenčín, a.s.","VLCI ŽILINA, a.s.",1 : 5,1,5,0:2 | 0:1 | 1:2,6,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153399/Overview,
153400,,,,,Hokejový klub Poprad a.s.,"Hokejový klub DUKLA Trenčín, a.s.",2 : 1 pp,2,1,1:0 | 0:0 | 0:1 | 1:0,3,5,2,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153400/Overview,
153401,,,,,"VLCI ŽILINA, a.s.","HC SLOVAN Bratislava, a.s.",3 : 2 pp,3,2,1:0 | 0:1 | 1:1 | 1:0,5,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153401/Overview,
153402,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2,3,2,1:0 | 0:1 | 2:1,5,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153402/Overview,
153403,,,,,Presov Hockey a.s.,Hokejový klub Dukla Ingema Michalovce,2 : 7,2,7,2:2 | 0:0 | 0:5,9,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153403/Overview,
153404,,,,,HKM a.s,HC Košice s.r.o.,4 : 3 pp,4,3,1:0 | 1:1 | 1:2 | 1:0,7,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153404/Overview,
153405,,,,,"HK Nitra, s.r.o.","HK Rysy, s.r.o.",5 : 3,5,3,2:2 | 3:0 | 0:1,9,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153405/Overview,
153406,,,,,"HK Nitra, s.r.o.",Hokejový klub Poprad a.s.,3 : 2 sn,3,2,0:1 | 1:1 | 1:0 | 0:0,5,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153406/Overview,
153407,,,,,"HK Rysy, s.r.o.",HKM a.s,2 : 4,2,4,1:1 | 0:2 | 1:1,6,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153407/Overview,
153408,,,,,Presov Hockey a.s.,HC Košice s.r.o.,1 : 5,1,5,1:1 | 0:3 | 0:1,6,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153408/Overview,
153409,,,,,Hokejový klub Dukla Ingema Michalovce,"HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 2,3,2,1:0 | 1:1 | 1:1,5,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153409/Overview,
153410,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","VLCI ŽILINA, a.s.",2 : 0,2,0,0:0 | 1:0 | 1:0,2,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153410/Overview,
153411,,,,,"HC SLOVAN Bratislava, a.s.","Hokejový klub DUKLA Trenčín, a.s.",1 : 3,1,3,0:2 | 1:0 | 0:1,4,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153411/Overview,
153412,,,,,"HC SLOVAN Bratislava, a.s.",Hokejový klub Poprad a.s.,2 : 3 sn,2,3,0:0 | 1:1 | 1:1 | 0:0,5,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153412/Overview,
153413,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","Hokejový klub DUKLA Trenčín, a.s.",4 : 2,4,2,1:2 | 2:0 | 1:0,6,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153413/Overview,
153414,,,,,"VLCI ŽILINA, a.s.",Hokejový klub Dukla Ingema Michalovce,2 : 1 pp,2,1,1:0 | 0:1 | 0:0 | 1:0,5,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153414/Overview,
153415,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.",HC Košice s.r.o.,0 : 2,0,2,0:2 | 0:0 | 0:0,2,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153415/Overview,
153416,,,,,Presov Hockey a.s.,"HK Rysy, s.r.o.",0 : 4,0,4,0:1 | 0:2 | 0:1,4,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153416/Overview,
153417,,,,,HKM a.s,"HK Nitra, s.r.o.",5 : 4 pp,5,4,1:0 | 1:3 | 2:1 | 1:0,9,22,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153417/Overview,
153418,,,,,HKM a.s,Hokejový klub Poprad a.s.,3 : 4 pp,3,4,0:0 | 3:0 | 0:3 | 0:1,8,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153418/Overview,
153419,,,,,"HK Nitra, s.r.o.",Presov Hockey a.s.,8 : 6,8,6,4:0 | 2:3 | 2:3,15,2,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153419/Overview,
153420,,,,,"HK Rysy, s.r.o.","HC ‘05 BANSKÁ BYSTRICA, a.s.",1 : 0,1,0,0:0 | 0:0 | 1:0,1,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153420/Overview,
153421,,,,,HC Košice s.r.o.,"VLCI ŽILINA, a.s.",4 : 3 sn,4,3,2:1 | 1:1 | 0:1 | 0:0,7,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153421/Overview,
